,Len,Indices
60,6,"[55048, 59107, 62471, 64907, 70098, 76065]"
61,9,"[8650, 8688, 31903, 46317, 82244, 89813, 95190, 105112, 116332]"
62,17,"[3377, 13952, 17255, 29996, 31411, 33803, 38619, 41094, 45127, 57369, 64157, 66813, 79914, 85682, 89956, 100368, 118073]"
63,12,"[21137, 49016, 56222, 67067, 67745, 68937, 88516, 91213, 91310, 91339, 109187, 129046]"
64,7,"[6371, 35946, 74070, 94108, 102953, 113485, 130495]"
65,5,"[22657, 36593, 58881, 85749, 86518]"
66,8,"[4191, 17383, 20274, 41421, 80756, 100426, 103290, 126401]"
67,8,"[27439, 28733, 29458, 39219, 42684, 60533, 64671, 110749]"
68,7,"[34170, 46334, 70298, 115086, 115754, 123910, 132198]"
69,5,"[42253, 71714, 100821, 126597, 133089]"
70,4,"[16980, 62000, 63234, 82191]"
71,10,"[7515, 11839, 32874, 49494, 63520, 65977, 80315, 103659, 105974, 132700]"
72,4,"[40466, 58298, 97747, 117234]"
73,6,"[14013, 37895, 68557, 70061, 115181, 124508]"
74,10,"[717, 6165, 26360, 33570, 42644, 58398, 69551, 93712, 110740, 131302]"
75,4,"[13058, 77854, 97429, 105487]"
76,4,"[64363, 75485, 103526, 124018]"
77,5,"[52572, 87169, 107235, 114463, 130597]"
78,4,"[60334, 71394, 97482, 108325]"
79,4,"[26246, 58067, 77122, 96637]"
80,8,"[7261, 11737, 39275, 39530, 55464, 70670, 90203, 93949]"
81,5,"[34565, 59091, 88765, 121943, 122758]"
82,7,"[13496, 53820, 67828, 77034, 82025, 87392, 132684]"
83,10,"[5289, 17606, 21005, 23894, 35657, 36570, 68669, 118395, 128701, 131177]"
84,22,"[430, 3181, 6513, 13101, 26301, 26318, 26911, 27023, 38038, 46140, 51573, 58214, 60490, 78293, 81952, 89577, 93519, 110505, 122790, 129695, 130426, 130448]"
85,9,"[9980, 23783, 24297, 25296, 33687, 42301, 77135, 79393, 108463]"
86,8,"[539, 9368, 10486, 22697, 52117, 56900, 92370, 109801]"
87,8,"[10038, 16084, 21770, 28016, 56951, 61435, 92437, 92997]"
88,5,"[39177, 56354, 74032, 108762, 128289]"
89,5,"[4669, 17084, 48521, 48629, 88175]"
90,3,"[7454, 102965, 132229]"
91,3,"[65968, 85517, 108927]"
92,4,"[40880, 79615, 98913, 118319]"
93,14,"[3187, 10501, 35341, 52536, 60278, 94200, 103514, 104964, 105607, 106603, 109954, 109958, 110046, 121927]"
94,6,"[2812, 5099, 9234, 73025, 82731, 85873]"
95,8,"[15387, 20498, 69201, 78865, 94956, 98469, 109345, 112564]"
96,2,"[23710, 127648]"
97,6,"[17030, 31841, 32065, 71636, 80846, 125810]"
98,5,"[24880, 35943, 49161, 59546, 111265]"
99,5,"[40262, 72322, 77543, 91886, 100748]"
100,6,"[34553, 89304, 99250, 118827, 122134, 132634]"
101,4,"[8275, 30135, 56188, 86208]"
102,4,"[18320, 62593, 126107, 132361]"
103,6,"[1221, 31283, 43429, 47956, 111079, 131882]"
104,3,"[38349, 86284, 91419]"
105,7,"[6902, 27508, 82192, 95721, 103582, 128564, 129573]"
106,5,"[40093, 48948, 49642, 60712, 62404]"
107,5,"[22564, 43330, 49181, 67342, 124185]"
108,5,"[15771, 30005, 61218, 85825, 114405]"
109,4,"[16534, 53457, 68466, 107139]"
110,9,"[19028, 29750, 30157, 38743, 38771, 107905, 108210, 115578, 128330]"
111,12,"[13135, 17284, 42453, 58168, 62215, 68582, 74674, 84401, 91866, 100388, 118919, 119204]"
112,6,"[15905, 61825, 69457, 112447, 127788, 129077]"
113,4,"[9399, 29724, 61046, 92398]"
114,5,"[4491, 18607, 63081, 95907, 121490]"
115,5,"[11373, 18415, 48827, 88439, 94351]"
116,9,"[31422, 41353, 44162, 46720, 47639, 51627, 105021, 128276, 131889]"
117,7,"[275, 17933, 67953, 83494, 87529, 109001, 131044]"
118,11,"[44871, 46096, 55845, 71246, 77089, 78842, 94601, 97104, 127433, 127662, 131416]"
119,18,"[4587, 28001, 30000, 38484, 57498, 60198, 60763, 64912, 78571, 78889, 79840, 89850, 93205, 98155, 99853, 109316, 111588, 127793]"
120,9,"[1548, 29925, 31237, 76328, 85389, 95800, 114291, 114308, 115598]"
121,8,"[45401, 58532, 64857, 68012, 94697, 95455, 97455, 132666]"
122,4,"[37857, 71540, 105595, 122694]"
123,6,"[29621, 30340, 41196, 80173, 99810, 114733]"
124,10,"[4148, 7209, 20617, 55346, 64146, 90029, 101816, 109772, 119672, 130857]"
125,10,"[1578, 10278, 34794, 40597, 52158, 61951, 80357, 110298, 128448, 128740]"
126,4,"[38323, 62270, 80817, 127733]"
127,7,"[2879, 8954, 29534, 43191, 53860, 84192, 88448]"
128,9,"[14925, 21592, 23457, 89794, 98685, 109278, 121027, 128902, 133267]"
129,11,"[3275, 46139, 49503, 52420, 63133, 82072, 86423, 89613, 99432, 112321, 132538]"
130,11,"[966, 17447, 21440, 23077, 28723, 68808, 80895, 82415, 111285, 113064, 119132]"
131,4,"[2373, 26639, 50895, 110966]"
132,7,"[48138, 86006, 102765, 110828, 122504, 126542, 126598]"
133,6,"[62360, 62676, 80938, 81458, 100614, 101128]"
134,4,"[42167, 65136, 102646, 112029]"
135,6,"[28443, 33436, 65406, 75648, 102110, 116366]"
136,7,"[45016, 46938, 79164, 82460, 98774, 124901, 131212]"
137,4,"[18495, 41811, 89436, 122177]"
138,7,"[8577, 31905, 47601, 50603, 56209, 82046, 102296]"
139,5,"[35650, 44939, 63739, 82770, 129292]"
140,9,"[9526, 10259, 19116, 53468, 59474, 82133, 101841, 109342, 132225]"
141,5,"[37685, 69381, 110390, 115954, 131861]"
142,6,"[2759, 9900, 22514, 60254, 97351, 129974]"
143,5,"[19325, 27955, 42070, 61519, 126400]"
144,6,"[4583, 48920, 53260, 68904, 80997, 112875]"
145,7,"[65946, 79764, 85504, 94705, 109082, 116702, 128748]"
146,6,"[13839, 45604, 76510, 96003, 111939, 129940]"
147,4,"[41333, 99688, 125574, 125725]"
148,3,"[43587, 49985, 119792]"
149,34,"[3320, 6078, 7846, 12085, 13742, 15218, 15225, 17550, 21823, 32322, 38672, 40281, 44719, 54420, 59625, 62400, 66762, 68072, 71313, 72448, 77522, 77588, 86350, 89024, 97091, 100683, 104639, 105438, 110534, 112733, 115943, 117880, 124620, 130031]"
150,5,"[37612, 45489, 96699, 103868, 132991]"
151,5,"[12415, 61477, 75952, 99263, 124163]"
152,5,"[16328, 99442, 113637, 127308, 133144]"
153,6,"[4060, 52436, 62198, 87021, 105677, 130699]"
154,11,"[11245, 20844, 35692, 35693, 63812, 64006, 82847, 88712, 120095, 132754, 132755]"
155,12,"[5639, 9637, 19647, 19982, 32043, 46064, 48840, 72539, 91369, 104519, 106613, 133095]"
156,5,"[2735, 4772, 44709, 52737, 103039]"
157,8,"[8184, 10690, 12264, 14016, 29868, 50213, 76200, 109502]"
158,5,"[5237, 14291, 68616, 109667, 126498]"
159,10,"[16619, 30254, 54889, 65791, 75395, 75535, 78372, 80097, 97964, 108042]"
160,6,"[35535, 63552, 72932, 110469, 123441, 131268]"
161,7,"[4046, 11339, 25605, 26377, 61030, 72507, 98584]"
162,9,"[11936, 19955, 27173, 32313, 51317, 73888, 93677, 102029, 104977]"
163,5,"[18358, 44062, 62934, 111134, 131682]"
164,9,"[20277, 43643, 49504, 69675, 75766, 78670, 98270, 107918, 120363]"
165,4,"[58111, 69916, 74599, 129387]"
166,4,"[15403, 57856, 74245, 110816]"
167,4,"[16132, 61466, 107560, 118844]"
168,5,"[5377, 8248, 12973, 56173, 68751]"
169,7,"[15175, 31148, 64130, 78274, 79376, 93219, 114100]"
170,4,"[11629, 22393, 103559, 106905]"
171,5,"[4236, 21710, 46383, 52619, 104756]"
172,8,"[4031, 14775, 40505, 43323, 77218, 78276, 78661, 127563]"
173,7,"[11349, 19654, 22699, 40976, 63807, 99209, 118022]"
174,6,"[21620, 62794, 85347, 101279, 112937, 126466]"
175,6,"[1622, 14078, 14901, 15904, 16643, 56636]"
176,5,"[21315, 43142, 77018, 77579, 85541]"
177,9,"[7580, 26732, 35895, 43546, 43669, 83254, 99233, 105499, 109238]"
178,4,"[34783, 61932, 74006, 116953]"
179,14,"[11195, 12002, 19188, 20238, 26508, 35906, 43709, 55773, 58665, 59365, 90503, 105730, 120651, 126721]"
180,115,"[601, 759, 913, 2269, 5063, 6301, 6437, 6746, 7195, 8518, 9010, 9062, 9063, 9068, 12022, 12183, 12432, 12573, 14473, 14547, 23559, 24068, 24098, 26971, 27389, 29481, 35042, 35193, 36093, 36208, 37892, 38442, 38506, 38950, 42731, 43000, 43207, 46056, 47059, 49647, 49847, 52225, 54064, 54621, 54773, 55093, 59560, 59672, 60448, 62507, 62736, 63042, 64948, 67272, 67702, 69373, 69755, 70043, 70102, 71957, 72426, 72493, 73972, 74798, 76544, 76830, 77972, 78031, 78034, 78155, 81684, 81867, 81991, 83986, 84374, 84426, 86823, 88277, 89693, 89740, 92014, 92067, 92898, 94322, 95169, 98981, 99459, 101536, 106331, 107016, 107211, 110117, 110570, 110869, 111709, 111726, 113837, 115142, 115552, 116472, 119375, 119508, 119520, 119569, 120479, 120486, 121216, 122271, 122853, 123321, 126971, 127307, 128047, 130013, 133190]"
181,7,"[26910, 27346, 86264, 94098, 100512, 111260, 119238]"
182,6,"[17543, 35047, 46608, 109988, 112730, 119367]"
183,4,"[3462, 17466, 66909, 112705]"
184,4,"[58855, 69650, 75705, 89199]"
185,12,"[7683, 10408, 16867, 28168, 30286, 51982, 66489, 86095, 98965, 112497, 125335, 133269]"
186,12,"[12832, 30121, 47672, 47882, 47914, 50143, 75815, 83306, 94054, 114527, 116320, 131636]"
187,5,"[158, 35979, 67667, 107284, 120233]"
188,8,"[4518, 7487, 22482, 55882, 90442, 94320, 105506, 128422]"
189,4,"[4625, 87598, 100072, 130130]"
190,3,"[31675, 50153, 116052]"
191,3,"[20039, 29598, 103044]"
192,4,"[18507, 86186, 105374, 128721]"
193,3,"[1311, 15775, 125306]"
194,7,"[15668, 95755, 98763, 110125, 116553, 118046, 132434]"
195,4,"[20780, 31578, 72563, 115508]"
196,13,"[21324, 47371, 72765, 74071, 84976, 85615, 92302, 107313, 116972, 118606, 122297, 128312, 131068]"
197,4,"[15128, 61007, 98219, 98558]"
198,3,"[50774, 82096, 114247]"
199,4,"[2366, 57149, 90007, 118254]"
200,8,"[4030, 9757, 16339, 16582, 45007, 45639, 102613, 108530]"
201,8,"[146, 15606, 17659, 23751, 44242, 67726, 98701, 112773]"
202,4,"[30440, 67671, 87068, 116384]"
203,7,"[4429, 4878, 10906, 21919, 61263, 77513, 99050]"
204,6,"[192, 2064, 33306, 84721, 102435, 122465]"
205,9,"[11276, 38548, 46991, 58628, 59209, 76218, 87564, 104954, 129903]"
206,4,"[25731, 72923, 92460, 119596]"
207,29,"[11644, 14174, 21154, 24917, 25003, 25004, 33924, 37121, 39506, 40479, 46771, 47143, 47146, 50157, 52598, 52750, 53138, 55731, 90560, 97798, 103285, 103377, 108113, 108115, 113622, 121394, 121472, 123900, 131423]"
208,2,"[36907, 45971]"
209,6,"[39405, 59810, 94273, 95199, 96613, 116412]"
210,4,"[302, 8404, 24063, 24168]"
211,4,"[668, 52422, 88045, 113508]"
212,4,"[33752, 54465, 89068, 118035]"
213,3,"[43395, 83100, 92429]"
214,4,"[3786, 21560, 47968, 86770]"
215,13,"[2020, 7920, 25201, 32529, 55937, 57439, 74702, 75147, 94666, 100487, 103995, 107162, 116807]"
216,7,"[15605, 51556, 65964, 85774, 100643, 105011, 125242]"
217,7,"[25009, 55642, 55738, 63700, 85552, 104705, 131972]"
218,2,"[77225, 132808]"
219,5,"[21252, 48041, 61762, 102680, 106599]"
220,5,"[61031, 75720, 77877, 95958, 102403]"
221,4,"[20820, 28985, 49638, 102440]"
222,7,"[44335, 52759, 79961, 89183, 125294, 128664, 132336]"
223,5,"[13016, 15398, 60951, 105076, 131846]"
224,13,"[14857, 19426, 20252, 45241, 51461, 63561, 82095, 83323, 95015, 100538, 101470, 104947, 133071]"
225,9,"[47268, 47391, 66074, 79969, 84512, 86769, 101522, 118422, 131651]"
226,11,"[4889, 31365, 32037, 33773, 39934, 51746, 56477, 71977, 91537, 93059, 127624]"
227,4,"[27683, 60985, 88632, 121901]"
228,10,"[5689, 33637, 33849, 60121, 64015, 77567, 78260, 83066, 97139, 113539]"
229,8,"[22820, 38411, 43564, 62421, 75821, 81042, 106041, 133210]"
230,6,"[34697, 43676, 56401, 72039, 85889, 120926]"
231,3,"[45357, 53818, 132752]"
232,11,"[13955, 15764, 30529, 43981, 65444, 70488, 79316, 84924, 90013, 118695, 131746]"
233,4,"[15136, 48194, 118492, 132439]"
234,5,"[23770, 49465, 67398, 88722, 126979]"
235,9,"[3423, 7330, 25311, 45554, 102375, 106002, 107435, 107487, 108627]"
236,6,"[4179, 28417, 52551, 66920, 105755, 131283]"
237,27,"[2679, 9850, 19588, 31390, 44661, 45131, 47745, 54337, 57211, 58495, 60991, 66139, 66360, 69390, 73294, 78936, 92818, 102638, 108562, 108618, 110316, 114454, 114511, 129473, 129477, 132003, 132465]"
238,6,"[1026, 45395, 46625, 82868, 113458, 127082]"
239,7,"[9045, 21779, 32170, 49293, 66134, 116463, 132072]"
240,8,"[1159, 8883, 31196, 36960, 47340, 72310, 74603, 115426]"
241,6,"[17833, 39204, 40768, 78998, 123048, 125205]"
242,10,"[7749, 29300, 38235, 46223, 48113, 64205, 93662, 124863, 125518, 132353]"
243,7,"[29999, 48140, 88215, 98221, 104749, 115664, 128943]"
244,8,"[8885, 20933, 32102, 52824, 71296, 87396, 103923, 116413]"
245,10,"[14651, 17799, 41583, 46729, 66084, 77989, 80753, 92356, 104772, 131016]"
246,5,"[2643, 32925, 67332, 91819, 121304]"
247,2,"[68719, 79657]"
248,4,"[15208, 45612, 109211, 129554]"
249,5,"[26370, 57207, 73263, 92796, 110649]"
250,5,"[1119, 34907, 62295, 63644, 120460]"
251,9,"[3787, 22901, 52157, 60618, 78354, 86697, 86771, 114703, 118516]"
252,5,"[57891, 73377, 74290, 100084, 129633]"
253,4,"[33751, 50967, 77294, 128128]"
254,10,"[12332, 12333, 39719, 74399, 74753, 75868, 90934, 95348, 108157, 131073]"
255,14,"[6975, 29967, 30110, 51469, 56338, 61165, 71962, 79111, 79174, 85713, 98715, 113962, 115778, 129040]"
256,6,"[27209, 68427, 69241, 87978, 93005, 106338]"
257,3,"[3605, 97059, 113336]"
258,9,"[18581, 28905, 29674, 46116, 63402, 79278, 106221, 113242, 123257]"
259,8,"[24882, 36602, 80130, 85770, 104587, 106718, 120889, 127654]"
260,3,"[10531, 70956, 91226]"
261,3,"[44996, 104428, 129476]"
262,12,"[4886, 10118, 37204, 50781, 52475, 65524, 65846, 69326, 77693, 100924, 114828, 117468]"
263,11,"[13996, 24756, 25793, 72696, 77497, 89195, 92237, 113055, 129348, 131813, 132322]"
264,7,"[12015, 19251, 38327, 68266, 104839, 124439, 124787]"
265,4,"[17073, 26645, 80506, 95336]"
266,8,"[15487, 17142, 29993, 41018, 61015, 80594, 114402, 125459]"
267,6,"[14331, 38429, 74807, 77830, 122768, 130766]"
268,4,"[44440, 62026, 90517, 121533]"
269,7,"[15262, 24776, 41134, 85247, 86365, 110250, 129158]"
270,7,"[8468, 19246, 27927, 71614, 79610, 82483, 99235]"
271,6,"[13304, 22230, 22279, 86464, 87300, 111552]"
272,8,"[39918, 53963, 55278, 69380, 90157, 110437, 115871, 132140]"
273,10,"[12911, 23777, 28978, 29863, 30274, 78550, 85339, 86211, 98122, 132410]"
274,4,"[11275, 30452, 63787, 102807]"
275,4,"[49497, 102499, 114341, 131059]"
276,20,"[2408, 4836, 6919, 13784, 31088, 39488, 45050, 46391, 47265, 54222, 58451, 78579, 86335, 94062, 94594, 115499, 128477, 128991, 129403, 131540]"
277,4,"[24731, 59654, 128125, 129334]"
278,3,"[2033, 57242, 65693]"
279,5,"[14100, 35956, 51961, 75218, 103199]"
280,4,"[2874, 36657, 37793, 69696]"
281,10,"[17010, 18073, 46493, 47858, 48068, 72860, 120140, 126038, 130796, 131714]"
282,6,"[2804, 4258, 9311, 62130, 80284, 129832]"
283,4,"[7771, 104860, 116631, 119108]"
284,5,"[34787, 43616, 75630, 75838, 122786]"
285,6,"[24613, 42130, 46573, 68102, 88492, 107721]"
286,5,"[20935, 22571, 49078, 74531, 83308]"
287,10,"[4056, 33659, 46265, 51977, 70319, 77055, 85050, 96227, 125404, 132965]"
288,4,"[52575, 56487, 66376, 95140]"
289,10,"[18611, 22865, 45231, 53511, 60835, 67572, 101771, 106417, 111945, 121023]"
290,5,"[3098, 58078, 74546, 86141, 94084]"
291,14,"[6353, 15581, 30168, 31023, 41129, 51673, 81393, 88770, 97704, 99612, 109787, 114328, 131613, 132119]"
292,9,"[5359, 14183, 15112, 52461, 61042, 77817, 97391, 98603, 124087]"
293,5,"[1777, 15315, 37183, 46679, 84981]"
294,7,"[30766, 37939, 55132, 70198, 76825, 111303, 115133]"
295,6,"[27157, 32633, 77374, 93460, 104724, 108260]"
296,6,"[32840, 37128, 46345, 47622, 52617, 58061]"
297,7,"[51558, 57762, 62843, 72694, 78804, 86735, 116985]"
298,4,"[10103, 73540, 99007, 103371]"
299,4,"[100067, 101707, 113642, 117101]"
300,20,"[230, 3118, 7956, 20784, 22767, 35649, 36629, 71438, 74728, 77488, 83941, 102074, 102727, 103777, 103784, 112252, 119761, 121029, 126720, 132629]"
301,14,"[1037, 49175, 64483, 64835, 74225, 78118, 84105, 93774, 97352, 97706, 111745, 118196, 123061, 132659]"
302,5,"[278, 15723, 98819, 105545, 115507]"
303,6,"[4852, 19751, 52578, 87178, 106219, 119638]"
304,8,"[15530, 21921, 49605, 60722, 61040, 64719, 98601, 116268]"
305,5,"[5115, 18012, 37402, 53494, 101161]"
306,8,"[8019, 22523, 38314, 71457, 86827, 90986, 122664, 122675]"
307,5,"[16647, 18828, 21300, 63227, 63695]"
308,9,"[11411, 29631, 39440, 50085, 56383, 65156, 72016, 91579, 116314]"
309,8,"[29979, 31288, 31555, 39875, 72222, 89558, 91775, 123974]"
310,8,"[2741, 12918, 34105, 41152, 51163, 60613, 67026, 73027]"
311,6,"[26554, 52521, 58759, 89179, 126276, 128759]"
312,6,"[9852, 58548, 67906, 94715, 105989, 128911]"
313,10,"[17636, 31887, 35079, 47401, 50078, 80598, 81299, 100970, 122926, 131665]"
314,10,"[6706, 28230, 31317, 70084, 80544, 89761, 89776, 107683, 115716, 123849]"
315,7,"[9765, 15176, 34221, 38929, 50953, 92734, 114322]"
316,7,"[22704, 25192, 27400, 39322, 69836, 74532, 108655]"
317,4,"[13694, 38217, 99868, 103397]"
318,3,"[51940, 69186, 95079]"
319,8,"[32881, 38091, 42810, 70697, 76121, 94477, 109058, 121510]"
320,4,"[3628, 62811, 119500, 130405]"
321,5,"[27141, 77322, 78374, 111467, 112368]"
322,4,"[17179, 54133, 69175, 80631]"
323,3,"[49231, 105260, 119643]"
324,4,"[15256, 16578, 78732, 80053]"
325,5,"[3358, 60205, 97002, 114601, 127344]"
326,4,"[19628, 43630, 86672, 102300]"
327,4,"[16593, 49137, 56870, 95004]"
328,5,"[20500, 49159, 64337, 84098, 117372]"
329,9,"[13464, 16731, 70307, 77006, 79666, 84973, 98486, 113691, 115756]"
330,4,"[37339, 53287, 79444, 125365]"
331,5,"[22982, 70636, 98393, 109097, 111985]"
332,4,"[28647, 50055, 84520, 101458]"
333,10,"[5204, 18494, 26591, 78025, 78327, 83698, 97619, 109474, 127675, 132561]"
334,3,"[16235, 46384, 98444]"
335,4,"[22671, 51349, 113334, 130116]"
336,9,"[15545, 16824, 16877, 21724, 28157, 29858, 69850, 96253, 96653]"
337,4,"[35905, 84269, 105933, 120205]"
338,7,"[16761, 44779, 49318, 81978, 104120, 105884, 125625]"
339,11,"[401, 1304, 5255, 23423, 34920, 53628, 68629, 69588, 83628, 118720, 119203]"
340,5,"[18918, 41103, 52392, 86983, 114812]"
341,24,"[1469, 2793, 4198, 31038, 33201, 41021, 44191, 47198, 51192, 51860, 54195, 61107, 65260, 66913, 79053, 85853, 98698, 114414, 114874, 115394, 117462, 118649, 131014, 132399]"
342,4,"[5714, 9542, 36193, 75964]"
343,9,"[3776, 13552, 39718, 52148, 67195, 67198, 81626, 86760, 95344]"
344,8,"[1881, 18424, 20588, 26857, 58056, 61979, 87796, 107200]"
345,3,"[14209, 97245, 106669]"
346,4,"[7533, 8153, 55218, 70974]"
347,6,"[5002, 18363, 68443, 86650, 112526, 128611]"
348,8,"[1601, 5079, 56317, 71396, 71935, 118107, 121696, 131338]"
349,4,"[32714, 35537, 57787, 82563]"
350,7,"[81924, 87525, 96984, 101598, 109747, 121511, 124800]"
351,6,"[13180, 19990, 29179, 75570, 95050, 132992]"
352,4,"[34891, 62150, 74676, 110458]"
353,5,"[33097, 59188, 94737, 117356, 129991]"
354,12,"[886, 10508, 29364, 39084, 45508, 53660, 54451, 60517, 75406, 84756, 90417, 108482]"
355,9,"[45526, 48279, 64726, 84155, 98455, 100739, 106942, 112753, 113831]"
356,4,"[2195, 8745, 72163, 127322]"
357,3,"[9020, 43529, 64703]"
358,3,"[61393, 71777, 91287]"
359,4,"[53443, 68454, 82628, 101440]"
360,11,"[3986, 23328, 27308, 42101, 70816, 79485, 88263, 109951, 118778, 121629, 129689]"
361,5,"[43910, 53562, 68559, 124686, 129084]"
362,6,"[2858, 41802, 44403, 63532, 101589, 128730]"
363,3,"[19882, 83543, 127479]"
364,5,"[6967, 26936, 56274, 91390, 122333]"
365,15,"[5363, 6377, 18067, 24460, 43204, 54068, 62742, 93781, 96133, 101628, 106541, 112506, 115296, 130160, 130904]"
366,12,"[13226, 23010, 26626, 31323, 34254, 52813, 60992, 70082, 74043, 115674, 122521, 131669]"
367,8,"[3481, 9259, 20671, 39328, 74544, 86512, 103433, 112125]"
368,6,"[17649, 35628, 67713, 102666, 109397, 118625]"
369,5,"[26788, 107103, 109026, 112966, 121024]"
370,10,"[19481, 31084, 32949, 47333, 83098, 89612, 95602, 102598, 107541, 108155]"
371,5,"[37447, 50883, 65962, 88182, 121744]"
372,3,"[47418, 63013, 129947]"
373,5,"[25488, 35078, 76085, 78854, 112782]"
374,7,"[17537, 44113, 108354, 109885, 127551, 127836, 130400]"
375,8,"[25224, 32670, 51274, 66337, 86402, 121313, 121355, 130235]"
376,4,"[49430, 93307, 98499, 133153]"
377,12,"[8238, 36362, 43897, 47080, 51176, 67963, 78701, 84793, 101114, 107895, 114025, 130801]"
378,3,"[57462, 73617, 90748]"
379,4,"[60862, 71179, 90682, 104766]"
380,4,"[5428, 15813, 40875, 68787]"
381,8,"[29539, 34817, 35026, 48571, 79384, 83903, 97419, 109335]"
382,12,"[27327, 34584, 45369, 54422, 60283, 69473, 72417, 91863, 97532, 110548, 111644, 118754]"
383,7,"[12109, 24334, 48249, 60591, 78323, 107437, 118390]"
384,7,"[1995, 18856, 47120, 55995, 85208, 107471, 119912]"
385,3,"[44477, 127582, 127649]"
386,3,"[76011, 83137, 107260]"
387,5,"[3722, 41737, 64296, 99658, 112400]"
388,15,"[17426, 23548, 23682, 42976, 58467, 74105, 75099, 89023, 97237, 100528, 106509, 110480, 113744, 121080, 130182]"
389,6,"[399, 403, 29393, 91978, 113738, 116436]"
390,7,"[6188, 13932, 33137, 58658, 75414, 89127, 97227]"
391,7,"[8107, 41740, 52942, 102210, 114975, 116182, 132787]"
