,Len,Indices
16191,5,"[30771, 36036, 49447, 83773, 115145]"
16192,3,"[28094, 61799, 112436]"
16193,4,"[5331, 13886, 29213, 105586]"
16194,4,"[7712, 43533, 43860, 71176]"
16195,2,"[66131, 85708]"
16196,2,"[12301, 95309]"
16197,7,"[5481, 9747, 24335, 48801, 77129, 92728, 94818]"
16198,2,"[80367, 127163]"
16199,2,"[28225, 100196]"
16200,3,"[7451, 25190, 122490]"
16201,3,"[42326, 103132, 126669]"
16202,3,"[101464, 126111, 128166]"
16203,2,"[17845, 49471]"
16204,4,"[6170, 31149, 54511, 69557]"
16205,5,"[13622, 13692, 59232, 77142, 124601]"
16206,3,"[7386, 70554, 130959]"
16207,2,"[27455, 97867]"
16208,5,"[5181, 11918, 23381, 53568, 94895]"
16209,2,"[25042, 122985]"
16210,2,"[17711, 112949]"
16211,3,"[28950, 40487, 40629]"
16212,2,"[122398, 127248]"
16213,5,"[42770, 45437, 84511, 88024, 127081]"
16214,2,"[11930, 37464]"
16215,2,"[16665, 99778]"
16216,2,"[13632, 27065]"
16217,3,"[64112, 83149, 120153]"
16218,3,"[9104, 11816, 92109]"
16219,2,"[117788, 129557]"
16220,2,"[43912, 46256]"
16221,2,"[26562, 95077]"
16222,3,"[40443, 51095, 94484]"
16223,3,"[13914, 27167, 77408]"
16224,19,"[7782, 31599, 37680, 49007, 69369, 71002, 71822, 75308, 78490, 81614, 86890, 88922, 93115, 98078, 112006, 114780, 117062, 125021, 131172]"
16225,3,"[13174, 26917, 76713]"
16226,2,"[44694, 129037]"
16227,4,"[41868, 88535, 103305, 126216]"
16228,5,"[10287, 39919, 55318, 101835, 123479]"
16229,5,"[10139, 79292, 94804, 109769, 130451]"
16230,2,"[87579, 128560]"
16231,2,"[103167, 126684]"
16232,4,"[33502, 76540, 82585, 133254]"
16233,2,"[11076, 80395]"
16234,2,"[77755, 124799]"
16235,2,"[4698, 68101]"
16236,4,"[19677, 22735, 105779, 127919]"
16237,4,"[10773, 57832, 74216, 93768]"
16238,2,"[98607, 128578]"
16239,2,"[95327, 110968]"
16240,3,"[75601, 95087, 124055]"
16241,3,"[26185, 70499, 117014]"
16242,2,"[15425, 45745]"
16243,2,"[5313, 68689]"
16244,3,"[36672, 85992, 95231]"
16245,4,"[29839, 65708, 85252, 114200]"
16246,2,"[23605, 106685]"
16247,2,"[13982, 104574]"
16248,2,"[5343, 68713]"
16249,2,"[1696, 84903]"
16250,4,"[32562, 57530, 61031, 61204]"
16251,2,"[5407, 68768]"
16252,3,"[26332, 58295, 74838]"
16253,3,"[16011, 99114, 112224]"
16254,3,"[14291, 28693, 101586]"
16255,3,"[24288, 63146, 119657]"
16256,2,"[54232, 88839]"
16257,2,"[29454, 49530]"
16258,3,"[53703, 96362, 119532]"
16259,3,"[69800, 128460, 129349]"
16260,7,"[3616, 3712, 36837, 45521, 51756, 125580, 129856]"
16261,3,"[20352, 55459, 126762]"
16262,3,"[26593, 45477, 58785]"
16263,2,"[56053, 116165]"
16264,4,"[13740, 68189, 96799, 111865]"
16265,3,"[41459, 44287, 124698]"
16266,6,"[35321, 71401, 71857, 96293, 129978, 130914]"
16267,2,"[90993, 116147]"
16268,4,"[25193, 45675, 74936, 97335]"
16269,2,"[34336, 97299]"
16270,3,"[6913, 89839, 115753]"
16271,2,"[30195, 114591]"
16272,2,"[18313, 101445]"
16273,5,"[20862, 55909, 64827, 111048, 127954]"
16274,4,"[29720, 38855, 46475, 84829]"
16275,2,"[34249, 105279]"
16276,2,"[94036, 110352]"
16277,3,"[34377, 61124, 79121]"
16278,4,"[2322, 37628, 48474, 126834]"
16279,5,"[1427, 50109, 56408, 78641, 108773]"
16280,3,"[8864, 55626, 90423]"
16281,2,"[27669, 78879]"
16282,3,"[8305, 31908, 91296]"
16283,3,"[33045, 41955, 107663]"
16284,3,"[38380, 128234, 132700]"
16285,4,"[46235, 110696, 129865, 130540]"
16286,4,"[61772, 80090, 107747, 118992]"
16287,2,"[2654, 127440]"
16288,4,"[13483, 76192, 124250, 125027]"
16289,2,"[62787, 81615]"
16290,3,"[17316, 48268, 95269]"
16291,3,"[41395, 41439, 80897]"
16292,5,"[18509, 44403, 94352, 122566, 128730]"
16293,2,"[21357, 50472]"
16294,3,"[100626, 100682, 112717]"
16295,2,"[36075, 64706]"
16296,3,"[17890, 64487, 73587]"
16297,2,"[21195, 104192]"
16298,3,"[7064, 17874, 80622]"
16299,2,"[102125, 105538]"
16300,2,"[104803, 132405]"
16301,2,"[16348, 79845]"
16302,2,"[41900, 127656]"
16303,2,"[104662, 107701]"
16304,3,"[9131, 25625, 128353]"
16305,2,"[213, 93262]"
16306,3,"[24731, 128125, 129334]"
16307,4,"[16034, 79532, 85564, 118793]"
16308,3,"[429, 64485, 120304]"
16309,3,"[49413, 64541, 120330]"
16310,2,"[66601, 131134]"
16311,2,"[33358, 76090]"
16312,3,"[3340, 55153, 129336]"
16313,3,"[67646, 67747, 87217]"
16314,4,"[34113, 43241, 89377, 97959]"
16315,2,"[2963, 51351]"
16316,6,"[13930, 16214, 36518, 41175, 77429, 128773]"
16317,2,"[35327, 101763]"
16318,6,"[1319, 8931, 36317, 37883, 54966, 120622]"
16319,3,"[24995, 71051, 108104]"
16320,2,"[9247, 65829]"
16321,3,"[27411, 78160, 111755]"
16322,2,"[12047, 110876]"
16323,4,"[77846, 90445, 122498, 127608]"
16324,3,"[14861, 41727, 101372]"
16325,3,"[14945, 44994, 82471]"
16326,2,"[20817, 94160]"
16327,3,"[12982, 39910, 124358]"
16328,2,"[4174, 52550]"
16329,3,"[34064, 60546, 129447]"
16330,2,"[13532, 21132]"
16331,4,"[13191, 60210, 112003, 127694]"
16332,68,"[1792, 5387, 5394, 6267, 6667, 9711, 11723, 12071, 12702, 14303, 19965, 19967, 23949, 29367, 29392, 31297, 32115, 33842, 33884, 36064, 38334, 38896, 41056, 42623, 43744, 49325, 49666, 54603, 56673, 62887, 64455, 69384, 69688, 72350, 73206, 73991, 77509, 80990, 83475, 83961, 84997, 88154, 91909, 93304, 93544, 95044, 97371, 100808, 101657, 107128, 109416, 110034, 110114, 111310, 111622, 112981, 113503, 115241, 115242, 116409, 118161, 119344, 120360, 122400, 122678, 123587, 130192, 132583]"
16333,3,"[12513, 82086, 101772]"
16334,3,"[4126, 52505, 87092]"
16335,2,"[326, 35984]"
16336,3,"[1008, 20953, 64943]"
16337,2,"[94363, 123822]"
16338,2,"[28615, 62820]"
16339,4,"[30493, 52669, 67682, 87257]"
16340,3,"[3192, 20381, 30246]"
16341,3,"[71693, 91195, 122755]"
16342,3,"[14183, 19548, 80376]"
16343,2,"[32614, 73861]"
16344,3,"[23414, 88188, 106486]"
16345,2,"[22549, 105576]"
16346,2,"[25139, 108271]"
16347,2,"[25613, 56729]"
16348,2,"[23917, 24081]"
16349,2,"[28077, 65304]"
16350,4,"[12756, 23476, 95804, 105052]"
16351,3,"[10610, 74034, 123550]"
16352,2,"[95302, 110964]"
16353,4,"[34282, 78832, 98424, 130878]"
16354,2,"[18765, 113124]"
16355,10,"[19232, 23904, 24432, 24475, 37014, 52340, 59245, 70245, 107520, 130351]"
16356,6,"[36829, 55286, 71311, 77255, 96791, 118019]"
16357,3,"[65224, 93363, 120569]"
16358,3,"[24000, 36973, 107089]"
16359,4,"[5088, 5578, 79716, 103531]"
16360,4,"[7653, 25015, 79766, 102815]"
16361,5,"[3729, 14637, 40453, 73542, 124433]"
16362,6,"[7234, 31142, 54493, 69546, 89098, 132473]"
16363,3,"[36103, 64798, 84056]"
16364,2,"[10779, 95730]"
16365,4,"[20388, 42412, 92481, 103393]"
16366,3,"[6410, 37826, 122149]"
16367,4,"[34632, 61637, 99494, 118918]"
16368,2,"[40799, 89514]"
16369,2,"[25730, 56964]"
16370,8,"[30299, 46899, 54369, 79311, 84840, 98907, 120623, 128401]"
16371,4,"[43298, 77592, 119322, 129566]"
16372,2,"[34732, 119030]"
16373,2,"[33662, 106824]"
16374,7,"[18862, 20996, 24050, 35386, 56110, 71780, 103978]"
16375,4,"[54281, 62275, 80822, 88936]"
16376,3,"[27737, 40573, 123984]"
16377,3,"[6412, 31229, 68979]"
16378,11,"[17546, 17587, 29699, 41474, 41531, 42374, 86736, 91900, 122979, 132753, 132776]"
16379,3,"[91370, 93041, 108632]"
16380,2,"[79454, 80578]"
16381,2,"[25627, 92139]"
16382,2,"[34792, 100019]"
16383,5,"[17934, 78296, 81410, 97889, 115934]"
16384,2,"[8349, 55013]"
16385,3,"[7700, 25061, 90663]"
16386,4,"[1947, 42944, 85172, 127247]"
16387,2,"[9409, 56923]"
16388,6,"[18601, 22033, 72676, 82026, 92224, 101686]"
16389,4,"[53197, 68207, 87778, 116816]"
16390,2,"[43286, 49150]"
16391,3,"[46002, 74826, 111508]"
16392,2,"[64352, 85267]"
16393,3,"[15922, 34482, 127200]"
16394,2,"[5668, 88597]"
16395,2,"[45134, 104667]"
16396,2,"[4485, 67888]"
16397,2,"[9442, 72884]"
16398,12,"[13361, 26984, 36757, 51562, 52545, 61998, 87142, 92879, 105751, 106623, 111335, 112535]"
16399,6,"[7269, 23078, 38273, 53143, 68151, 95286]"
16400,2,"[55525, 90301]"
16401,3,"[11982, 26528, 58702]"
16402,2,"[27553, 78540]"
16403,5,"[21788, 42316, 104821, 125732, 131788]"
16404,4,"[30930, 48281, 58290, 69668]"
16405,4,"[49378, 63007, 72592, 109132]"
16406,3,"[40191, 55988, 56171]"
16407,4,"[18008, 28549, 81486, 101156]"
16408,3,"[17420, 84250, 116650]"
16409,3,"[41375, 100340, 125757]"
16410,2,"[90870, 108311]"
16411,3,"[62108, 67246, 86803]"
16412,2,"[29590, 113956]"
16413,2,"[11562, 94523]"
16414,9,"[1579, 5701, 7364, 29341, 46207, 76772, 103155, 113547, 121541]"
16415,7,"[29369, 45451, 49259, 53542, 73273, 123294, 127315]"
16416,2,"[11241, 58183]"
16417,2,"[66415, 86015]"
16418,4,"[57851, 74243, 93804, 110193]"
16419,3,"[10091, 39004, 73525]"
16420,6,"[76, 7565, 50524, 65601, 76483, 100720]"
16421,3,"[4489, 30569, 46251]"
16422,3,"[24916, 55622, 70892]"
16423,2,"[4595, 114983]"
16424,2,"[54127, 88735]"
16425,2,"[15540, 61054]"
16426,2,"[62164, 90849]"
16427,2,"[3100, 22048]"
16428,2,"[39239, 107037]"
16429,8,"[6463, 23296, 41976, 52756, 85847, 99969, 109070, 128452]"
16430,2,"[46486, 60468]"
16431,3,"[7927, 41248, 80301]"
16432,3,"[12809, 50169, 68983]"
16433,2,"[12820, 33449]"
16434,3,"[2184, 65823, 114235]"
16435,2,"[24779, 113286]"
16436,3,"[48032, 54591, 69634]"
16437,4,"[2980, 21965, 51361, 105005]"
16438,2,"[33005, 58374]"
16439,4,"[2284, 3303, 18372, 51695]"
16440,2,"[44996, 104428]"
16441,3,"[5546, 30911, 78497]"
16442,8,"[18453, 22732, 24417, 27846, 55102, 70154, 101579, 103887]"
16443,2,"[22663, 105695]"
16444,2,"[16739, 97850]"
16445,3,"[33412, 76245, 95726]"
16446,3,"[2340, 85503, 120799]"
16447,4,"[47831, 103049, 103061, 132091]"
16448,2,"[109440, 111052]"
16449,5,"[18855, 25072, 28813, 29806, 74319]"
16450,8,"[8288, 12434, 21462, 25332, 42308, 50240, 60412, 131468]"
16451,3,"[7652, 87218, 105803]"
16452,2,"[1355, 114006]"
16453,2,"[11685, 26844]"
16454,2,"[117281, 123403]"
16455,3,"[9813, 73242, 116688]"
16456,3,"[3348, 86378, 114598]"
16457,2,"[28981, 113316]"
16458,5,"[10319, 14509, 28721, 39069, 110467]"
16459,3,"[40036, 45478, 93495]"
16460,2,"[52177, 86788]"
16461,4,"[50886, 65969, 85522, 104677]"
16462,5,"[19096, 42242, 102873, 103468, 127911]"
16463,2,"[65500, 84979]"
16464,2,"[13579, 111384]"
16465,2,"[41188, 125599]"
16466,7,"[6786, 23377, 23391, 101352, 107300, 120313, 122374]"
16467,2,"[20859, 84086]"
16468,2,"[71077, 90574]"
16469,2,"[15458, 98538]"
16470,8,"[31996, 42041, 56386, 72017, 72522, 82110, 108635, 123788]"
16471,12,"[9245, 14602, 31464, 34189, 45015, 47979, 63688, 72689, 85572, 98137, 104292, 115855]"
16472,5,"[19808, 56037, 71541, 82846, 102843]"
16473,2,"[14954, 111846]"
16474,5,"[41471, 80509, 84132, 100187, 125856]"
16475,2,"[28095, 61800]"
16476,2,"[63428, 119807]"
16477,2,"[36606, 85783]"
16478,2,"[75696, 117486]"
16479,3,"[35569, 102515, 105959]"
16480,2,"[12172, 58836]"
16481,3,"[33818, 77479, 97047]"
16482,5,"[31504, 66933, 97056, 129948, 130610]"
16483,2,"[34192, 118464]"
16484,10,"[2400, 8410, 10069, 46595, 46671, 53225, 70675, 75299, 90208, 115061]"
16485,2,"[62048, 112568]"
16486,2,"[18784, 126244]"
16487,2,"[15209, 125078]"
16488,2,"[7109, 51521]"
16489,3,"[27415, 78182, 111765]"
16490,5,"[1052, 3892, 37045, 86867, 121333]"
16491,3,"[16788, 80255, 99914]"
16492,2,"[30263, 114655]"
16493,6,"[8826, 32071, 56544, 74952, 76434, 91802]"
16494,2,"[71696, 122757]"
16495,4,"[37106, 56429, 58242, 103110]"
16496,4,"[44026, 65754, 72529, 120740]"
16497,3,"[20251, 83142, 103276]"
16498,3,"[8589, 56388, 72020]"
16499,3,"[9523, 38816, 123193]"
16500,4,"[34199, 60771, 98172, 118476]"
16501,2,"[29164, 102968]"
16502,3,"[38968, 47410, 123339]"
16503,2,"[77017, 124532]"
16504,2,"[4779, 87750]"
16505,2,"[63142, 113099]"
16506,2,"[17116, 41334]"
16507,4,"[17015, 80449, 112544, 128786]"
16508,5,"[67324, 80137, 99773, 116027, 125594]"
16509,3,"[15852, 61272, 118724]"
16510,41,"[1770, 3135, 3271, 9791, 11475, 15437, 18907, 20032, 21859, 28674, 28730, 29108, 37380, 37677, 40736, 41940, 45515, 45752, 46025, 53335, 54268, 54315, 57185, 58335, 63790, 64327, 68345, 68658, 88224, 92768, 96358, 104914, 108395, 109619, 111506, 113069, 113510, 116605, 121684, 124812, 130087]"
16511,3,"[21701, 85598, 104744]"
16512,2,"[2133, 127305]"
16513,3,"[61420, 79557, 99170]"
16514,2,"[70002, 115648]"
16515,6,"[23165, 77274, 87840, 96806, 102001, 106235]"
16516,3,"[28053, 98063, 118440]"
16517,4,"[1572, 47019, 83222, 113627]"
16518,13,"[477, 14868, 41030, 45339, 64530, 67225, 83707, 101738, 111822, 113763, 115165, 121271, 125474]"
16519,2,"[19310, 82523]"
16520,2,"[11447, 123839]"
16521,4,"[16182, 95252, 107485, 120157]"
16522,7,"[59657, 67306, 76873, 82223, 116900, 124528, 129464]"
16523,2,"[11727, 75174]"
16524,2,"[55804, 90696]"
16525,2,"[16044, 99151]"
16526,2,"[32204, 92150]"
16527,8,"[9635, 25800, 60357, 60896, 82404, 101706, 102206, 125255]"
16528,6,"[5264, 30813, 48699, 62484, 76196, 88141]"
16529,3,"[10373, 39096, 123480]"
16530,2,"[90733, 122596]"
16531,3,"[63635, 91917, 102555]"
16532,2,"[3164, 66609]"
16533,2,"[17529, 51509]"
16534,2,"[42050, 126384]"
16535,2,"[38526, 91572]"
16536,3,"[19615, 63686, 119960]"
16537,4,"[25233, 48213, 105079, 129011]"
16538,3,"[57096, 115826, 132345]"
16539,2,"[39299, 94028]"
16540,3,"[74648, 116763, 123764]"
16541,5,"[46697, 75458, 94948, 130977, 132424]"
16542,2,"[41314, 132318]"
16543,4,"[8419, 49031, 61939, 99866]"
16544,2,"[46900, 66043]"
16545,2,"[73002, 104763]"
16546,3,"[48651, 103211, 117817]"
16547,2,"[41945, 126285]"
16548,2,"[108171, 108433]"
16549,2,"[20165, 126689]"
16550,2,"[16148, 61476]"
16551,8,"[13856, 15338, 40699, 52517, 67833, 84208, 90716, 103919]"
16552,2,"[22535, 106457]"
16553,3,"[14329, 33931, 77831]"
16554,2,"[42969, 127262]"
16555,2,"[21558, 104555]"
16556,2,"[14489, 60381]"
16557,2,"[112279, 126524]"
16558,3,"[7295, 47997, 68208]"
16559,2,"[73488, 123369]"
16560,2,"[23865, 106955]"
16561,3,"[103301, 107190, 126737]"
16562,2,"[23243, 36704]"
16563,2,"[5748, 54079]"
16564,2,"[14261, 47932]"
16565,3,"[36050, 49481, 64615]"
16566,8,"[7046, 8873, 13535, 46423, 72166, 75212, 77062, 125058]"
16567,2,"[10934, 74394]"
16568,2,"[3454, 51844]"
16569,3,"[1270, 50042, 84500]"
16570,3,"[34182, 47350, 60741]"
16571,2,"[55447, 56503]"
16572,4,"[32921, 44434, 68187, 117202]"
16573,2,"[12234, 95224]"
16574,2,"[37286, 121579]"
16575,2,"[164, 126830]"
16576,2,"[41399, 125776]"
16577,2,"[12728, 21941]"
16578,6,"[31195, 60990, 74373, 89234, 93897, 115435]"
16579,5,"[12750, 100840, 102190, 111126, 113253]"
16580,4,"[10325, 27324, 63836, 111643]"
16581,2,"[19060, 82343]"
16582,3,"[13027, 39921, 44672]"
16583,2,"[19630, 52808]"
16584,3,"[20956, 35864, 59164]"
16585,2,"[6106, 129113]"
16586,2,"[39527, 94692]"
16587,3,"[15976, 27879, 79475]"
16588,4,"[13646, 24850, 59195, 96682]"
16589,6,"[41190, 61734, 99666, 99801, 118420, 125601]"
16590,11,"[571, 10489, 38673, 38695, 46436, 48701, 62659, 87237, 96488, 113712, 120339]"
16591,2,"[72320, 108952]"
16592,2,"[55744, 90585]"
16593,3,"[57877, 68430, 131662]"
16594,2,"[36376, 45113]"
16595,20,"[11431, 16358, 27269, 32985, 60180, 61437, 71429, 79582, 79860, 85349, 90928, 97229, 109514, 112030, 117247, 120751, 122652, 127142, 127817, 128750]"
16596,5,"[67685, 70977, 72087, 82626, 112069]"
16597,2,"[45239, 108069]"
16598,4,"[19647, 32043, 46064, 72539]"
16599,4,"[60823, 83223, 96507, 127937]"
16600,2,"[13890, 30243]"
16601,3,"[15442, 19329, 27679]"
16602,2,"[22926, 90454]"
16603,2,"[38118, 43986]"
16604,2,"[87260, 116732]"
16605,2,"[865, 84117]"
16606,2,"[6251, 54587]"
16607,2,"[52039, 105424]"
16608,4,"[14580, 57286, 124560, 128473]"
16609,2,"[84988, 104356]"
16610,4,"[2867, 40947, 85920, 106788]"
16611,2,"[12551, 95570]"
16612,2,"[87069, 121363]"
16613,2,"[19091, 102144]"
16614,3,"[75538, 127579, 128629]"
16615,2,"[47467, 131734]"
16616,69,"[216, 265, 9242, 9308, 9640, 11850, 13334, 14374, 14434, 15452, 15777, 17018, 19475, 23202, 25733, 29167, 32359, 32385, 34837, 37356, 37549, 40384, 40688, 42127, 46270, 57084, 58573, 59095, 62554, 62940, 63945, 64194, 64364, 65079, 70365, 72712, 72758, 73045, 73331, 75261, 76878, 79289, 81288, 81893, 82003, 82928, 88541, 89903, 92563, 92865, 98099, 98534, 100929, 103026, 109173, 109217, 109838, 110013, 113026, 113061, 113693, 119140, 121748, 121773, 122306, 123491, 124852, 131299, 133157]"
16617,2,"[38133, 90381]"
16618,2,"[25564, 72383]"
16619,6,"[5965, 16447, 17200, 43067, 76145, 118624]"
16620,3,"[4146, 52523, 105745]"
16621,2,"[52442, 87026]"
16622,2,"[73831, 106201]"
16623,3,"[6528, 54859, 106197]"
16624,3,"[27422, 78193, 119551]"
16625,3,"[194, 35945, 64344]"
16626,6,"[530, 24414, 26410, 48767, 106313, 133017]"
16627,5,"[56469, 68647, 91700, 102741, 116229]"
16628,2,"[16838, 116040]"
16629,2,"[7300, 38096]"
16630,2,"[14064, 118112]"
16631,2,"[9458, 14476]"
16632,4,"[37553, 53961, 68976, 121869]"
16633,19,"[496, 3834, 7992, 14032, 24347, 36021, 36784, 38309, 38473, 45309, 45361, 81475, 90902, 97100, 106661, 106808, 122661, 129658, 129698]"
16634,2,"[40227, 112486]"
16635,3,"[11038, 39304, 74494]"
16636,2,"[40507, 78282]"
16637,2,"[37967, 76831]"
16638,2,"[99560, 125546]"
16639,3,"[25527, 27680, 60976]"
16640,4,"[47613, 79609, 99231, 112562]"
16641,6,"[38200, 60832, 78680, 98238, 108553, 118997]"
16642,4,"[54937, 59628, 111305, 117385]"
16643,4,"[26502, 49040, 88870, 102183]"
16644,2,"[7473, 90425]"
16645,2,"[58826, 95153]"
16646,4,"[14534, 96070, 114815, 132271]"
16647,3,"[12607, 51404, 106358]"
16648,2,"[100420, 110018]"
16649,4,"[43788, 61761, 71809, 103826]"
16650,6,"[1325, 3989, 55492, 65165, 129890, 130227]"
16651,2,"[14877, 97968]"
16652,2,"[6377, 130160]"
16653,10,"[25410, 29950, 32902, 39852, 46341, 47110, 56345, 69948, 98605, 132298]"
16654,4,"[20331, 32260, 53047, 72782]"
16655,4,"[20646, 72395, 72515, 95097]"
16656,3,"[6206, 31162, 37656]"
16657,2,"[97023, 130434]"
16658,6,"[15237, 34246, 60853, 76011, 78714, 83137]"
16659,3,"[11372, 74828, 94350]"
16660,2,"[5, 126791]"
16661,2,"[93290, 116855]"
16662,6,"[36951, 54021, 90254, 109449, 121899, 126501]"
16663,3,"[33414, 59231, 95733]"
16664,3,"[6464, 54799, 89400]"
16665,2,"[16232, 99335]"
16666,2,"[13079, 117818]"
16667,3,"[15564, 79047, 118632]"
16668,2,"[28491, 101021]"
16669,2,"[96762, 124609]"
16670,2,"[11062, 58045]"
16671,3,"[16412, 41093, 79912]"
16672,2,"[57916, 117057]"
16673,3,"[12577, 95599, 95601]"
16674,1,[2658]
16675,2,"[81944, 126155]"
16676,3,"[21103, 43586, 104841]"
16677,2,"[17327, 62245]"
16678,2,"[15412, 78903]"
16679,4,"[12299, 58945, 75827, 95306]"
16680,2,"[23220, 89383]"
16681,1,[13912]
16682,2,"[8162, 91144]"
16683,4,"[10228, 39048, 73678, 123429]"
16684,1,[27035]
16685,3,"[37056, 67440, 86993]"
16686,3,"[56844, 92259, 109197]"
16687,2,"[4591, 87568]"
16688,3,"[5065, 39117, 93444]"
16689,2,"[20695, 49462]"
16690,2,"[71195, 90701]"
16691,6,"[31171, 40616, 108296, 109583, 110272, 132051]"
16692,2,"[25949, 93111]"
16693,2,"[22438, 52073]"
16694,2,"[93848, 117050]"
16695,3,"[7052, 70458, 122364]"
16696,3,"[13887, 40209, 96953]"
16697,2,"[96985, 124672]"
16698,2,"[15234, 78712]"
16699,2,"[62372, 100639]"
16700,2,"[18986, 41959]"
16701,3,"[20931, 60615, 118398]"
16702,3,"[3093, 30112, 128514]"
16703,4,"[12358, 75888, 95366, 124144]"
16704,2,"[48243, 132490]"
16705,2,"[14011, 60081]"
16706,3,"[80538, 100212, 125720]"
16707,3,"[1239, 65093, 113972]"
16708,2,"[2318, 65918]"
16709,2,"[25492, 72174]"
16710,3,"[18351, 35241, 54114]"
16711,6,"[29417, 38897, 49405, 79538, 85915, 125399]"
16712,3,"[4243, 67651, 87223]"
16713,2,"[12365, 58995]"
16714,2,"[46922, 131193]"
16715,5,"[6741, 31330, 70121, 89666, 115685]"
16716,2,"[61863, 80215]"
16717,4,"[6866, 55175, 70242, 122295]"
16718,2,"[8383, 91385]"
16719,4,"[39106, 73854, 93412, 123488]"
16720,2,"[10597, 57710]"
16721,2,"[8123, 56096]"
16722,2,"[10342, 109890]"
16723,2,"[11759, 117348]"
16724,2,"[10200, 123421]"
16725,2,"[23415, 68624]"
16726,11,"[18939, 27320, 36771, 42545, 46190, 60063, 106682, 109170, 111270, 113179, 133003]"
16727,3,"[45569, 52226, 67277]"
16728,2,"[14256, 27293]"
16729,5,"[17190, 28265, 62146, 80648, 100296]"
16730,2,"[36304, 84798]"
16731,2,"[4362, 67778]"
16732,2,"[9173, 32211]"
16733,2,"[20462, 103470]"
16734,2,"[59363, 111169]"
16735,3,"[10034, 25897, 57354]"
16736,5,"[3961, 31900, 71771, 91274, 116236]"
16737,2,"[28231, 62071]"
16738,3,"[3631, 52019, 105401]"
16739,2,"[18669, 101754]"
16740,3,"[35380, 101913, 119706]"
16741,3,"[25530, 56567, 72284]"
16742,4,"[5160, 53550, 68542, 88110]"
16743,3,"[14460, 104825, 120158]"
16744,3,"[3365, 3918, 121308]"
16745,1,[77225]
16746,2,"[51833, 86461]"
16747,2,"[35511, 119854]"
16748,4,"[4415, 22861, 87389, 105920]"
16749,2,"[28977, 82540]"
16750,2,"[46794, 131077]"
16751,2,"[43123, 106350]"
16752,3,"[291, 83509, 126862]"
16753,2,"[37712, 122023]"
16754,2,"[2551, 51028]"
16755,2,"[34349, 98644]"
16756,2,"[29381, 83559]"
16757,2,"[6901, 55210]"
16758,2,"[81489, 112896]"
16759,3,"[3329, 51717, 66766]"
16760,2,"[108941, 109117]"
16761,2,"[37220, 87470]"
16762,2,"[25477, 72129]"
16763,2,"[15849, 79342]"
16764,3,"[34878, 100273, 119174]"
16765,2,"[16463, 118949]"
16766,2,"[14081, 124735]"
16767,2,"[75606, 95093]"
16768,3,"[15982, 79486, 125375]"
16769,3,"[4588, 52976, 121522]"
16770,2,"[1342, 50104]"
16771,2,"[3053, 22016]"
16772,4,"[38434, 71755, 91251, 122772]"
16773,3,"[21062, 29238, 36303]"
16774,2,"[4723, 106134]"
16775,5,"[29040, 63653, 82668, 102605, 113368]"
16776,2,"[39341, 74600]"
16777,8,"[473, 29448, 33831, 53674, 78950, 83854, 98557, 120320]"
16778,1,[15057]
16779,3,"[8427, 91424, 122833]"
16780,3,"[8477, 71928, 116288]"
16781,7,"[15499, 33898, 57871, 93822, 98578, 101029, 115528]"
16782,2,"[11091, 32846]"
16783,2,"[6402, 31222]"
16784,4,"[12151, 26579, 95136, 110904]"
16785,2,"[28671, 81845]"
16786,3,"[26532, 75484, 110860]"
16787,3,"[32973, 58309, 71362]"
16788,4,"[11966, 26516, 58688, 94936]"
16789,2,"[948, 49800]"
16790,2,"[28872, 82320]"
16791,3,"[13724, 32572, 96779]"
16792,3,"[15796, 40867, 98886]"
16793,1,[105026]
16794,3,"[27787, 61194, 79232]"
16795,2,"[17727, 125917]"
16796,2,"[57485, 116824]"
16797,3,"[3534, 30266, 66976]"
16798,3,"[31053, 69308, 88861]"
16799,3,"[16512, 99625, 118962]"
16800,2,"[52459, 98740]"
16801,3,"[17706, 41552, 125910]"
16802,3,"[8743, 56488, 72157]"
16803,2,"[45943, 130250]"
16804,3,"[19201, 21741, 111503]"
16805,2,"[27839, 98988]"
16806,3,"[11835, 94794, 123962]"
16807,3,"[5366, 88308, 106560]"
16808,3,"[59455, 76574, 96068]"
16809,1,[81528]
16810,2,"[8069, 31800]"
16811,2,"[1568, 127139]"
16812,2,"[28135, 99864]"
16813,3,"[3077, 36725, 66536]"
16814,3,"[57868, 93820, 110202]"
16815,3,"[703, 83968, 103783]"
16816,2,"[73593, 93121]"
16817,2,"[2179, 43012]"
16818,2,"[52317, 114790]"
16819,2,"[29172, 103001]"
16820,2,"[7688, 81703]"
16821,4,"[9315, 72769, 92307, 123114]"
16822,4,"[8342, 19970, 56239, 63910]"
16823,3,"[18549, 41824, 126173]"
16824,2,"[3926, 67349]"
16825,3,"[52878, 67881, 87438]"
16826,2,"[12441, 95463]"
16827,4,"[64122, 65559, 88396, 120159]"
16828,3,"[17379, 32476, 33084]"
16829,2,"[66346, 120956]"
16830,2,"[101688, 113076]"
16831,2,"[20727, 103724]"
16832,3,"[39098, 73823, 123483]"
16833,2,"[101216, 112911]"
16834,9,"[16473, 17069, 20992, 28048, 41322, 61691, 80502, 99573, 131588]"
16835,1,[90829]
16836,1,[4564]
16837,8,"[45036, 47945, 58117, 69841, 70533, 89381, 93786, 114480]"
16838,2,"[40948, 125393]"
16839,2,"[457, 64507]"
16840,2,"[32923, 58225]"
16841,2,"[61732, 118971]"
